Name,Year,Gender,State,Count
Aleksander,2004,M,MN,6
Alvin,2004,M,MN,6
Adler,2004,M,MN,5
Adnan,2004,M,MN,5
Alfredo,2004,M,MN,5
Alonzo,2004,M,MN,5
Andon,2004,M,MN,5
Anwar,2004,M,MN,5
Augustus,2004,M,MN,5
Austen,2004,M,MN,5
Andrew,2005,M,MN,414
Alexander,2005,M,MN,371
Anthony,2005,M,MN,211
Austin,2005,M,MN,211
Aidan,2005,M,MN,205
Adam,2005,M,MN,172
Aiden,2005,M,MN,162
Alex,2005,M,MN,130
Aaron,2005,M,MN,113
Ashton,2005,M,MN,90
Angel,2005,M,MN,72
Ayden,2005,M,MN,59
Adrian,2005,M,MN,52
Antonio,2005,M,MN,50
Avery,2005,M,MN,45
Alan,2005,M,MN,37
Alec,2005,M,MN,37
Abdirahman,2005,M,MN,32
August,2005,M,MN,32
Ahmed,2005,M,MN,29
Alejandro,2005,M,MN,26
Andy,2005,M,MN,26
Aden,2005,M,MN,25
Andre,2005,M,MN,23
Asher,2005,M,MN,22
Abdullahi,2005,M,MN,20
Abraham,2005,M,MN,20
Ayub,2005,M,MN,20
Allen,2005,M,MN,19
Alexis,2005,M,MN,18
Axel,2005,M,MN,16
Adan,2005,M,MN,14
Anders,2005,M,MN,14
Anton,2005,M,MN,14
Angelo,2005,M,MN,13
Amir,2005,M,MN,12
Ali,2005,M,MN,11
Anas,2005,M,MN,11
Andres,2005,M,MN,11
Armando,2005,M,MN,11
Alexzander,2005,M,MN,10
Abdulahi,2005,M,MN,9
Alvin,2005,M,MN,9
Aric,2005,M,MN,9
Abel,2005,M,MN,8
Abram,2005,M,MN,8
Alberto,2005,M,MN,8
Arthur,2005,M,MN,8
Augustus,2005,M,MN,8
Addison,2005,M,MN,7
Aditya,2005,M,MN,7
Andreas,2005,M,MN,6
Arturo,2005,M,MN,6
Asa,2005,M,MN,6
Adnan,2005,M,MN,5
Adyn,2005,M,MN,5
Aedan,2005,M,MN,5
Ahmad,2005,M,MN,5
Allan,2005,M,MN,5
Alonzo,2005,M,MN,5
Amar,2005,M,MN,5
Aron,2005,M,MN,5
Aryan,2005,M,MN,5
Andrew,2006,M,MN,370
Alexander,2006,M,MN,320
Anthony,2006,M,MN,226
Aiden,2006,M,MN,207
Aidan,2006,M,MN,201
Austin,2006,M,MN,199
Alex,2006,M,MN,168
Adam,2006,M,MN,150
Aaron,2006,M,MN,141
Ashton,2006,M,MN,72
Ayden,2006,M,MN,71
Angel,2006,M,MN,68
Adrian,2006,M,MN,64
Avery,2006,M,MN,58
Antonio,2006,M,MN,48
Alan,2006,M,MN,42
Asher,2006,M,MN,37
Abdirahman,2006,M,MN,34
Alejandro,2006,M,MN,32
Alec,2006,M,MN,30
August,2006,M,MN,29
Abraham,2006,M,MN,25
Andre,2006,M,MN,25
Ayub,2006,M,MN,23
Abdullahi,2006,M,MN,22
Anders,2006,M,MN,22
Andy,2006,M,MN,22
Ahmed,2006,M,MN,21
Alexis,2006,M,MN,21
Angelo,2006,M,MN,19
Aden,2006,M,MN,18
Ali,2006,M,MN,17
Abel,2006,M,MN,13
Albert,2006,M,MN,13
Anton,2006,M,MN,13
Axel,2006,M,MN,13
Amir,2006,M,MN,11
Abdulahi,2006,M,MN,10
Adan,2006,M,MN,10
Allen,2006,M,MN,10
Andres,2006,M,MN,10
Arthur,2006,M,MN,10
Alfredo,2006,M,MN,9
Armando,2006,M,MN,9
Aryan,2006,M,MN,9
Augustus,2006,M,MN,9
Aditya,2006,M,MN,8
Alberto,2006,M,MN,8
Allan,2006,M,MN,8
Atticus,2006,M,MN,8
Abram,2006,M,MN,7
Aidyn,2006,M,MN,7
Alvin,2006,M,MN,7
Anas,2006,M,MN,7
Amani,2006,M,MN,6
Antoine,2006,M,MN,6
Aydan,2006,M,MN,6
Abdimalik,2006,M,MN,5
Abdinasir,2006,M,MN,5
Adnan,2006,M,MN,5
Adrien,2006,M,MN,5
Ahmad,2006,M,MN,5
Alton,2006,M,MN,5
Amos,2006,M,MN,5
Andreas,2006,M,MN,5
Anson,2006,M,MN,5
Arnold,2006,M,MN,5
Augustine,2006,M,MN,5
Austen,2006,M,MN,5
Ayuub,2006,M,MN,5
Alexander,2007,M,MN,358
Andrew,2007,M,MN,354
Aiden,2007,M,MN,246
Anthony,2007,M,MN,216
Aidan,2007,M,MN,167
Austin,2007,M,MN,162
Alex,2007,M,MN,143
Adam,2007,M,MN,137
Aaron,2007,M,MN,131
Ayden,2007,M,MN,74
Ashton,2007,M,MN,70
Antonio,2007,M,MN,66
Adrian,2007,M,MN,56
Angel,2007,M,MN,53
Avery,2007,M,MN,43
Abdirahman,2007,M,MN,37
Ahmed,2007,M,MN,35
Alan,2007,M,MN,31
Asher,2007,M,MN,31
Alejandro,2007,M,MN,30
Andy,2007,M,MN,27
Alec,2007,M,MN,24
Alexis,2007,M,MN,24
Abraham,2007,M,MN,23
Aden,2007,M,MN,23
Axel,2007,M,MN,21
Ayub,2007,M,MN,21
Abdullahi,2007,M,MN,20
Amir,2007,M,MN,20
Anders,2007,M,MN,20
August,2007,M,MN,19
Allen,2007,M,MN,18
Andre,2007,M,MN,18
Andres,2007,M,MN,15
Alvin,2007,M,MN,14
Anton,2007,M,MN,14
Angelo,2007,M,MN,13
Ali,2007,M,MN,12
Arthur,2007,M,MN,12
Ari,2007,M,MN,11
Adan,2007,M,MN,10
Aldo,2007,M,MN,10
Armando,2007,M,MN,10
Abdulahi,2007,M,MN,9
Abram,2007,M,MN,9
Augustus,2007,M,MN,9
Abdimalik,2007,M,MN,8
Amari,2007,M,MN,8
Amos,2007,M,MN,8
Anderson,2007,M,MN,8
Aditya,2007,M,MN,7
Albert,2007,M,MN,7
Alden,2007,M,MN,7
Ariel,2007,M,MN,7
Arjun,2007,M,MN,7
Atticus,2007,M,MN,7
Abdalla,2007,M,MN,6
Abdirizak,2007,M,MN,6
Addison,2007,M,MN,6
Alberto,2007,M,MN,6
Alfredo,2007,M,MN,6
Allan,2007,M,MN,6
Anas,2007,M,MN,6
Archer,2007,M,MN,6
Arlo,2007,M,MN,6
Abdullah,2007,M,MN,5
Abdulrahman,2007,M,MN,5
Abel,2007,M,MN,5
Adnan,2007,M,MN,5
Aedan,2007,M,MN,5
Ajay,2007,M,MN,5
Alonso,2007,M,MN,5
Alonzo,2007,M,MN,5
Andreas,2007,M,MN,5
Antwon,2007,M,MN,5
Augustine,2007,M,MN,5
Aydan,2007,M,MN,5
Ayuub,2007,M,MN,5
Alexander,2008,M,MN,375
Andrew,2008,M,MN,287
Aiden,2008,M,MN,271
Anthony,2008,M,MN,203
Austin,2008,M,MN,140
Adam,2008,M,MN,123
Alex,2008,M,MN,120
Aidan,2008,M,MN,119
Aaron,2008,M,MN,116
Adrian,2008,M,MN,97
Ayden,2008,M,MN,88
Angel,2008,M,MN,63
Ashton,2008,M,MN,59
Antonio,2008,M,MN,48
Asher,2008,M,MN,42
August,2008,M,MN,40
Abdirahman,2008,M,MN,35
Anders,2008,M,MN,35
Avery,2008,M,MN,33
Abraham,2008,M,MN,31
Aden,2008,M,MN,27
Alan,2008,M,MN,27
Andy,2008,M,MN,27
Axel,2008,M,MN,25
Ahmed,2008,M,MN,24
Ayub,2008,M,MN,21
Alec,2008,M,MN,20
Aaden,2008,M,MN,18
Alejandro,2008,M,MN,18
Arthur,2008,M,MN,16
Alexis,2008,M,MN,15
Abdullahi,2008,M,MN,14
Allen,2008,M,MN,14
Amir,2008,M,MN,14
Andre,2008,M,MN,14
Andres,2008,M,MN,14
Ari,2008,M,MN,14
Adan,2008,M,MN,13
Aditya,2008,M,MN,11
Anton,2008,M,MN,11
Aydan,2008,M,MN,11
Addison,2008,M,MN,10
Abram,2008,M,MN,9
Adrien,2008,M,MN,9
Alvin,2008,M,MN,9
Anas,2008,M,MN,9
Anderson,2008,M,MN,9
Armando,2008,M,MN,9
Abdimalik,2008,M,MN,8
Abdulahi,2008,M,MN,8
Amari,2008,M,MN,8
Armani,2008,M,MN,8
Aryan,2008,M,MN,8
Azariah,2008,M,MN,8
Abel,2008,M,MN,7
Adnan,2008,M,MN,7
Ahmad,2008,M,MN,7
Aidyn,2008,M,MN,7
Angelo,2008,M,MN,7
Aydin,2008,M,MN,7
Aarav,2008,M,MN,6
Abhinav,2008,M,MN,6
Adin,2008,M,MN,6
Ali,2008,M,MN,6
Alijah,2008,M,MN,6
Allan,2008,M,MN,6
Archer,2008,M,MN,6
Arturo,2008,M,MN,6
Augustine,2008,M,MN,6
Augustus,2008,M,MN,6
Abdullah,2008,M,MN,5
Adonis,2008,M,MN,5
Ajay,2008,M,MN,5
Albert,2008,M,MN,5
Alden,2008,M,MN,5
Aleksander,2008,M,MN,5
Alfredo,2008,M,MN,5
Austen,2008,M,MN,5
Alexander,2009,M,MN,339
Aiden,2009,M,MN,269
Andrew,2009,M,MN,261
Anthony,2009,M,MN,183
Austin,2009,M,MN,150
Alex,2009,M,MN,116
Aaron,2009,M,MN,112
Adam,2009,M,MN,107
Adrian,2009,M,MN,97
Aidan,2009,M,MN,94
Ashton,2009,M,MN,76
Ayden,2009,M,MN,70
Asher,2009,M,MN,67
Angel,2009,M,MN,61
Avery,2009,M,MN,54
Abdirahman,2009,M,MN,42
Alan,2009,M,MN,34
August,2009,M,MN,34
Axel,2009,M,MN,32
Abraham,2009,M,MN,30
Antonio,2009,M,MN,30
Ahmed,2009,M,MN,28
Aden,2009,M,MN,26
Abdullahi,2009,M,MN,22
Aaden,2009,M,MN,20
Alejandro,2009,M,MN,20
Amir,2009,M,MN,20
Andre,2009,M,MN,20
Andy,2009,M,MN,20
Anders,2009,M,MN,19
Allen,2009,M,MN,18
Ayub,2009,M,MN,18
Abel,2009,M,MN,16
Abram,2009,M,MN,15
Alexis,2009,M,MN,14
Ali,2009,M,MN,14
Archer,2009,M,MN,14
Arthur,2009,M,MN,14
Atticus,2009,M,MN,14
Asa,2009,M,MN,13
Ari,2009,M,MN,12
Andres,2009,M,MN,11
Alvin,2009,M,MN,10
Amari,2009,M,MN,10
Amos,2009,M,MN,10
Anas,2009,M,MN,10
Anton,2009,M,MN,10
Arlo,2009,M,MN,10
Adan,2009,M,MN,9
Alec,2009,M,MN,9
Arnav,2009,M,MN,9
Aydin,2009,M,MN,9
Ace,2009,M,MN,8
Adriel,2009,M,MN,8
Angelo,2009,M,MN,8
Augustine,2009,M,MN,8
Aarav,2009,M,MN,7
Abdulahi,2009,M,MN,7
Alijah,2009,M,MN,7
Armando,2009,M,MN,7
Augustus,2009,M,MN,7
Aydan,2009,M,MN,7
Ayman,2009,M,MN,7
Abdullah,2009,M,MN,6
Abubakar,2009,M,MN,6
Adin,2009,M,MN,6
Akram,2009,M,MN,6
Albert,2009,M,MN,6
Allan,2009,M,MN,6
Amare,2009,M,MN,6
Andreas,2009,M,MN,6
Austyn,2009,M,MN,6
Alexzander,2009,M,MN,5
Arjun,2009,M,MN,5
Armani,2009,M,MN,5
Aron,2009,M,MN,5
Austen,2009,M,MN,5
Ayven,2009,M,MN,5
Azariah,2009,M,MN,5
Alexander,2010,M,MN,250
Andrew,2010,M,MN,226
Aiden,2010,M,MN,215
Anthony,2010,M,MN,164
Austin,2010,M,MN,122
Adam,2010,M,MN,112
Asher,2010,M,MN,103
Aaron,2010,M,MN,100
Adrian,2010,M,MN,90
Alex,2010,M,MN,75
Ashton,2010,M,MN,66
Aidan,2010,M,MN,64
Ayden,2010,M,MN,64
Angel,2010,M,MN,51
Axel,2010,M,MN,46
Abdirahman,2010,M,MN,44
Avery,2010,M,MN,39
Abraham,2010,M,MN,35
August,2010,M,MN,35
Alejandro,2010,M,MN,32
Anders,2010,M,MN,30
Ahmed,2010,M,MN,27
Antonio,2010,M,MN,25
Archer,2010,M,MN,20
Ayub,2010,M,MN,20
Andre,2010,M,MN,19
Andy,2010,M,MN,18
Angelo,2010,M,MN,18
Abdullahi,2010,M,MN,17
Alec,2010,M,MN,17
Aden,2010,M,MN,16
Arthur,2010,M,MN,16
Allen,2010,M,MN,15
Alan,2010,M,MN,14
Amir,2010,M,MN,14
Ari,2010,M,MN,14
Abel,2010,M,MN,13
Adnan,2010,M,MN,13
Anton,2010,M,MN,13
Abdulahi,2010,M,MN,12
Anas,2010,M,MN,12
Andres,2010,M,MN,12
Alexis,2010,M,MN,11
Ali,2010,M,MN,11
Augustus,2010,M,MN,11
Alden,2010,M,MN,10
Alvin,2010,M,MN,10
Arlo,2010,M,MN,10
Aaden,2010,M,MN,9
Abdiaziz,2010,M,MN,9
Adrien,2010,M,MN,9
Armando,2010,M,MN,9
Atticus,2010,M,MN,9
Alonzo,2010,M,MN,8
Amari,2010,M,MN,8
Anderson,2010,M,MN,8
Arjun,2010,M,MN,8
Abram,2010,M,MN,7
Ace,2010,M,MN,7
Aditya,2010,M,MN,7
Albert,2010,M,MN,7
Andreas,2010,M,MN,7
Antony,2010,M,MN,7
Ayman,2010,M,MN,7
Abdirizak,2010,M,MN,6
Abdulrahman,2010,M,MN,6
Adan,2010,M,MN,6
Aedan,2010,M,MN,6
Ahmad,2010,M,MN,6
Aksel,2010,M,MN,6
Alexzander,2010,M,MN,6
Alijah,2010,M,MN,6
Allan,2010,M,MN,6
Alton,2010,M,MN,6
Armani,2010,M,MN,6
Arnold,2010,M,MN,6
Aryan,2010,M,MN,6
Asa,2010,M,MN,6
Aydan,2010,M,MN,6
Aydin,2010,M,MN,6
Addison,2010,M,MN,5
Adil,2010,M,MN,5
Ajay,2010,M,MN,5
Alfred,2010,M,MN,5
Amar,2010,M,MN,5
Alexander,2011,M,MN,260
Andrew,2011,M,MN,236
Aiden,2011,M,MN,220
Anthony,2011,M,MN,136
Austin,2011,M,MN,132
Asher,2011,M,MN,123
Aaron,2011,M,MN,112
Alex,2011,M,MN,94
Adrian,2011,M,MN,86
Adam,2011,M,MN,84
Ashton,2011,M,MN,72
Ayden,2011,M,MN,69
Axel,2011,M,MN,57
Aidan,2011,M,MN,54
Avery,2011,M,MN,53
Abdirahman,2011,M,MN,39
Antonio,2011,M,MN,36
August,2011,M,MN,34
Abdullahi,2011,M,MN,30
Ahmed,2011,M,MN,30
Angel,2011,M,MN,29
Abraham,2011,M,MN,28
Andy,2011,M,MN,25
Alan,2011,M,MN,23
Andre,2011,M,MN,22
Archer,2011,M,MN,22
Abel,2011,M,MN,21
Alec,2011,M,MN,21
Anders,2011,M,MN,18
Ayub,2011,M,MN,18
Allen,2011,M,MN,17
Aden,2011,M,MN,16
Arthur,2011,M,MN,16
Abram,2011,M,MN,15
Ali,2011,M,MN,15
Alejandro,2011,M,MN,12
Amir,2011,M,MN,12
Ari,2011,M,MN,12
Asa,2011,M,MN,12
Abdulahi,2011,M,MN,11
Alexis,2011,M,MN,11
Alvin,2011,M,MN,11
Angelo,2011,M,MN,11
Amari,2011,M,MN,10
Arlo,2011,M,MN,10
Aidyn,2011,M,MN,9
Amare,2011,M,MN,9
Anas,2011,M,MN,9
Andres,2011,M,MN,9
Atticus,2011,M,MN,9
Amos,2011,M,MN,8
Arjun,2011,M,MN,8
Abdullah,2011,M,MN,7
Adriel,2011,M,MN,7
Albert,2011,M,MN,7
Anderson,2011,M,MN,7
Arnav,2011,M,MN,7
Arturo,2011,M,MN,7
Aryan,2011,M,MN,7
Aaden,2011,M,MN,6
Aarav,2011,M,MN,6
Abdurahman,2011,M,MN,6
Adnan,2011,M,MN,6
Aksel,2011,M,MN,6
Apollo,2011,M,MN,6
Augustine,2011,M,MN,6
Austen,2011,M,MN,6
Alden,2011,M,MN,5
Allan,2011,M,MN,5
Amaar,2011,M,MN,5
Ariel,2011,M,MN,5
Armaan,2011,M,MN,5
Augustus,2011,M,MN,5
Alexander,2012,M,MN,253
Aiden,2012,M,MN,200
Andrew,2012,M,MN,198
Austin,2012,M,MN,122
Anthony,2012,M,MN,119
Asher,2012,M,MN,108
Aaron,2012,M,MN,100
Adrian,2012,M,MN,88
Adam,2012,M,MN,81
Ayden,2012,M,MN,62
Alex,2012,M,MN,60
Avery,2012,M,MN,56
August,2012,M,MN,53
Aidan,2012,M,MN,47
Axel,2012,M,MN,45
Ashton,2012,M,MN,44
Abel,2012,M,MN,41
Abdirahman,2012,M,MN,39
Angel,2012,M,MN,39
Antonio,2012,M,MN,37
Ahmed,2012,M,MN,36
Anders,2012,M,MN,36
Abdullahi,2012,M,MN,34
Abraham,2012,M,MN,23
Alan,2012,M,MN,23
Alejandro,2012,M,MN,20
Archer,2012,M,MN,20
Amir,2012,M,MN,19
Ari,2012,M,MN,19
Arlo,2012,M,MN,18
Ayub,2012,M,MN,18
Abram,2012,M,MN,15
Andre,2012,M,MN,15
Arthur,2012,M,MN,15
Abdulahi,2012,M,MN,14
Alec,2012,M,MN,14
Andy,2012,M,MN,14
Aden,2012,M,MN,12
Allen,2012,M,MN,11
Ali,2012,M,MN,10
Anas,2012,M,MN,10
Atticus,2012,M,MN,10
Ace,2012,M,MN,9
Adan,2012,M,MN,9
Adnan,2012,M,MN,9
Alexis,2012,M,MN,9
Angelo,2012,M,MN,9
Aarav,2012,M,MN,8
Adler,2012,M,MN,8
Albert,2012,M,MN,8
Alvin,2012,M,MN,8
Anderson,2012,M,MN,8
Armani,2012,M,MN,8
Augustus,2012,M,MN,8
Abdimalik,2012,M,MN,7
Abdulrahman,2012,M,MN,7
Adrien,2012,M,MN,7
Aksel,2012,M,MN,7
Amari,2012,M,MN,7
Andres,2012,M,MN,7
Arnav,2012,M,MN,7
Alden,2012,M,MN,6
Alijah,2012,M,MN,6
Allan,2012,M,MN,6
Ameer,2012,M,MN,6
Amin,2012,M,MN,6
Arjun,2012,M,MN,6
Arturo,2012,M,MN,6
Aydan,2012,M,MN,6
Abdallah,2012,M,MN,5
Abdirahim,2012,M,MN,5
Abdishakur,2012,M,MN,5
Achilles,2012,M,MN,5
Adonis,2012,M,MN,5
Agustin,2012,M,MN,5
Ahmad,2012,M,MN,5
Aidyn,2012,M,MN,5
Aldo,2012,M,MN,5
Alton,2012,M,MN,5
Anton,2012,M,MN,5
Anwar,2012,M,MN,5
Apollo,2012,M,MN,5
Archie,2012,M,MN,5
Asa,2012,M,MN,5
Alexander,2013,M,MN,240
Aiden,2013,M,MN,177
Andrew,2013,M,MN,160
Anthony,2013,M,MN,123
Austin,2013,M,MN,101
Asher,2013,M,MN,97
Adam,2013,M,MN,87
Adrian,2013,M,MN,77
Aaron,2013,M,MN,72
Alex,2013,M,MN,64
Abdirahman,2013,M,MN,62
Ayden,2013,M,MN,61
August,2013,M,MN,54
Axel,2013,M,MN,53
Abel,2013,M,MN,51
Avery,2013,M,MN,50
Abdullahi,2013,M,MN,44
Aidan,2013,M,MN,41
Ahmed,2013,M,MN,35
Angel,2013,M,MN,35
Antonio,2013,M,MN,34
Anders,2013,M,MN,33
Arthur,2013,M,MN,33
Abraham,2013,M,MN,31
Alan,2013,M,MN,31
Ashton,2013,M,MN,29
Amir,2013,M,MN,25
Archer,2013,M,MN,24
Ayub,2013,M,MN,20
Andre,2013,M,MN,19
Andy,2013,M,MN,19
Augustus,2013,M,MN,19
Abram,2013,M,MN,18
Alejandro,2013,M,MN,14
Andres,2013,M,MN,14
Ari,2013,M,MN,14
Atticus,2013,M,MN,14
Arlo,2013,M,MN,13
Ali,2013,M,MN,12
Anas,2013,M,MN,12
Abdullah,2013,M,MN,11
Arjun,2013,M,MN,11
Asa,2013,M,MN,11
Adnan,2013,M,MN,10
Alec,2013,M,MN,10
Angelo,2013,M,MN,10
Abdulahi,2013,M,MN,9
Allen,2013,M,MN,9
Amari,2013,M,MN,9
Ameer,2013,M,MN,9
Anderson,2013,M,MN,9
Augustine,2013,M,MN,9
Aarav,2013,M,MN,8
Adler,2013,M,MN,8
Aksel,2013,M,MN,8
Albert,2013,M,MN,8
Alijah,2013,M,MN,8
Alvin,2013,M,MN,8
Amos,2013,M,MN,8
Armando,2013,M,MN,8
Aden,2013,M,MN,7
Ahmad,2013,M,MN,7
Arnav,2013,M,MN,7
Abdiaziz,2013,M,MN,6
Adan,2013,M,MN,6
Alexis,2013,M,MN,6
Anakin,2013,M,MN,6
Anwar,2013,M,MN,6
Archie,2013,M,MN,6
Austen,2013,M,MN,6
Abdulrahman,2013,M,MN,5
Adriel,2013,M,MN,5
Adrien,2013,M,MN,5
Aidric,2013,M,MN,5
Alden,2013,M,MN,5
Aldo,2013,M,MN,5
Alexzander,2013,M,MN,5
Allan,2013,M,MN,5
Amar,2013,M,MN,5
Amare,2013,M,MN,5
Ansel,2013,M,MN,5
Antoine,2013,M,MN,5
Anton,2013,M,MN,5
Aries,2013,M,MN,5
Armani,2013,M,MN,5
Atlas,2013,M,MN,5
Aydin,2013,M,MN,5
Alexander,2014,M,MN,229
Aiden,2014,M,MN,161
Andrew,2014,M,MN,144
Asher,2014,M,MN,133
Anthony,2014,M,MN,118
Austin,2014,M,MN,115
Adam,2014,M,MN,86
Aaron,2014,M,MN,71
Axel,2014,M,MN,69
Abdirahman,2014,M,MN,63
Adrian,2014,M,MN,62
August,2014,M,MN,57
Avery,2014,M,MN,54
Abel,2014,M,MN,52
Ashton,2014,M,MN,47
Ahmed,2014,M,MN,43
Alex,2014,M,MN,43
Archer,2014,M,MN,43
Ayden,2014,M,MN,43
Abdullahi,2014,M,MN,39
Aidan,2014,M,MN,36
Anders,2014,M,MN,32
Angel,2014,M,MN,30
Arlo,2014,M,MN,30
Antonio,2014,M,MN,28
Arthur,2014,M,MN,26
Abraham,2014,M,MN,25
Andre,2014,M,MN,25
Augustus,2014,M,MN,25
Ari,2014,M,MN,21
Ayub,2014,M,MN,18
Alan,2014,M,MN,17
Amir,2014,M,MN,16
Anas,2014,M,MN,16
Andy,2014,M,MN,16
Atticus,2014,M,MN,15
Alejandro,2014,M,MN,14
Allen,2014,M,MN,13
Arjun,2014,M,MN,13
Asa,2014,M,MN,13
Abram,2014,M,MN,12
Ali,2014,M,MN,12
Abdullah,2014,M,MN,10
Aden,2014,M,MN,10
Amos,2014,M,MN,10
Abdulahi,2014,M,MN,9
Aksel,2014,M,MN,9
Alec,2014,M,MN,9
Archie,2014,M,MN,9
Armani,2014,M,MN,9
Ace,2014,M,MN,8
Alden,2014,M,MN,8
Alvin,2014,M,MN,8
Anderson,2014,M,MN,8
Angelo,2014,M,MN,8
Apollo,2014,M,MN,8
Augustine,2014,M,MN,8
Adan,2014,M,MN,7
Adler,2014,M,MN,7
Adnan,2014,M,MN,7
Alexis,2014,M,MN,7
Alijah,2014,M,MN,7
Amar,2014,M,MN,7
Andres,2014,M,MN,7
Anton,2014,M,MN,7
Abubakar,2014,M,MN,6
Aedan,2014,M,MN,6
Akram,2014,M,MN,6
Albert,2014,M,MN,6
Alexzander,2014,M,MN,6
Ammar,2014,M,MN,6
Armando,2014,M,MN,6
Atlas,2014,M,MN,6
Auden,2014,M,MN,6
Axl,2014,M,MN,6
Ayaan,2014,M,MN,6
Abdifatah,2014,M,MN,5
Abdihafid,2014,M,MN,5
Abdimalik,2014,M,MN,5
Abdinasir,2014,M,MN,5
Abdiqani,2014,M,MN,5
Abdirizak,2014,M,MN,5
Allan,2014,M,MN,5
Ameer,2014,M,MN,5
Andreas,2014,M,MN,5
Anwar,2014,M,MN,5
Aries,2014,M,MN,5
Arnav,2014,M,MN,5
Avi,2014,M,MN,5
Axton,2014,M,MN,5
Aydin,2014,M,MN,5
Ayman,2014,M,MN,5
Ashley,1997,F,MO,462
Alexis,1997,F,MO,364
Abigail,1997,F,MO,287
Alyssa,1997,F,MO,250
Anna,1997,F,MO,221
Allison,1997,F,MO,211
Amanda,1997,F,MO,198
Amber,1997,F,MO,181
Alexandra,1997,F,MO,141
Alexandria,1997,F,MO,104
Autumn,1997,F,MO,93
Andrea,1997,F,MO,81
Alicia,1997,F,MO,72
Amy,1997,F,MO,66
Angela,1997,F,MO,57
Abby,1997,F,MO,52
Audrey,1997,F,MO,50
Alexus,1997,F,MO,46
Adrianna,1997,F,MO,41
Ashlyn,1997,F,MO,41
Aubrey,1997,F,MO,39
Anne,1997,F,MO,38
Angel,1997,F,MO,37
Ashton,1997,F,MO,37
April,1997,F,MO,36
Ariel,1997,F,MO,36
Alexa,1997,F,MO,35
Alison,1997,F,MO,35
Allyson,1997,F,MO,35
Asia,1997,F,MO,34
Alissa,1997,F,MO,33
Angelica,1997,F,MO,30
Adriana,1997,F,MO,29
Aaliyah,1997,F,MO,27
Ashlee,1997,F,MO,26
Abbey,1997,F,MO,25
Amelia,1997,F,MO,24
Alaina,1997,F,MO,23
Ashleigh,1997,F,MO,23
Alisha,1997,F,MO,22
Alyson,1997,F,MO,21
Avery,1997,F,MO,21
Addison,1997,F,MO,20
Annie,1997,F,MO,18
Adrienne,1997,F,MO,17
Alana,1997,F,MO,16
Aliyah,1997,F,MO,16
Ariana,1997,F,MO,16
Ashlynn,1997,F,MO,16
Abbigail,1997,F,MO,15
Alexandrea,1997,F,MO,15
Allie,1997,F,MO,15
Ann,1997,F,MO,15
Abbie,1997,F,MO,14
Alexia,1997,F,MO,14
Ali,1997,F,MO,14
Anastasia,1997,F,MO,14
Ayanna,1997,F,MO,14
Alayna,1997,F,MO,13
Alice,1997,F,MO,13
Ana,1997,F,MO,13
Arianna,1997,F,MO,13
Arielle,1997,F,MO,13
Aimee,1997,F,MO,10
Annika,1997,F,MO,10
Antonia,1997,F,MO,10
Alex,1997,F,MO,9
Allyssa,1997,F,MO,9
Armani,1997,F,MO,9
Aja,1997,F,MO,8
Alli,1997,F,MO,8
Ashli,1997,F,MO,8
Aspen,1997,F,MO,8
Alejandra,1997,F,MO,7
Alysa,1997,F,MO,7
Angelina,1997,F,MO,7
Anita,1997,F,MO,7
Annalise,1997,F,MO,7
Antoinette,1997,F,MO,7
Aurora,1997,F,MO,7
Abigale,1997,F,MO,6
Abigayle,1997,F,MO,6
Akilah,1997,F,MO,6
Ally,1997,F,MO,6
Alysia,1997,F,MO,6
Annamarie,1997,F,MO,6
Ashlie,1997,F,MO,6
Ashten,1997,F,MO,6
Aubree,1997,F,MO,6
Aubrie,1997,F,MO,6
Addie,1997,F,MO,5
Adrian,1997,F,MO,5
Aleah,1997,F,MO,5
Alesia,1997,F,MO,5
Alexys,1997,F,MO,5
Alisa,1997,F,MO,5
Allissa,1997,F,MO,5
Alliyah,1997,F,MO,5
Alma,1997,F,MO,5
Alycia,1997,F,MO,5
Alyssia,1997,F,MO,5
Amari,1997,F,MO,5
Angelique,1997,F,MO,5
Anika,1997,F,MO,5
Anissa,1997,F,MO,5
Ashtyn,1997,F,MO,5
Audra,1997,F,MO,5
Austin,1997,F,MO,5
Alexis,1998,F,MO,433
Ashley,1998,F,MO,366
Abigail,1998,F,MO,351
Alyssa,1998,F,MO,276
Allison,1998,F,MO,256
Anna,1998,F,MO,221
Amanda,1998,F,MO,205
Amber,1998,F,MO,172
Alexandra,1998,F,MO,143
Alexandria,1998,F,MO,107
Autumn,1998,F,MO,99
Andrea,1998,F,MO,88
Audrey,1998,F,MO,70
Amy,1998,F,MO,69
Alexa,1998,F,MO,65
Abby,1998,F,MO,60
Angel,1998,F,MO,57
Angela,1998,F,MO,56
Alison,1998,F,MO,50
Alicia,1998,F,MO,45
Allyson,1998,F,MO,45
Ashlyn,1998,F,MO,41
Addison,1998,F,MO,37
Aubrey,1998,F,MO,36
Ashton,1998,F,MO,35
Ashlee,1998,F,MO,34
Alexus,1998,F,MO,33
Adrianna,1998,F,MO,32
Alissa,1998,F,MO,32
Amelia,1998,F,MO,32
Ariel,1998,F,MO,32
Asia,1998,F,MO,30
Alana,1998,F,MO,29
Anne,1998,F,MO,27
Arianna,1998,F,MO,27
Annie,1998,F,MO,26
Ashleigh,1998,F,MO,25
Avery,1998,F,MO,25
Allie,1998,F,MO,24
